ensembl_gene_id	gene_name	gene_biotype	total_width	cluster
ENSMUSG00000078779	Zfp59	protein_coding	1962	3
ENSMUSG00000078780	Gm5150	protein_coding	913	NA
ENSMUSG00000078783	Gm9733	protein_coding	618	NA
ENSMUSG00000078784	1810022K09Rik	protein_coding	528	3
ENSMUSG00000078786	BC024978	protein_coding	5716	NA
ENSMUSG00000078787	Cyp2t4	protein_coding	3111	NA
ENSMUSG00000078789	Dph1	protein_coding	6206	2
ENSMUSG00000078793	Gm5155	protein_coding	8365	NA
ENSMUSG00000078794	Dact3	protein_coding	2828	1
ENSMUSG00000078795	Ceacam15	protein_coding	1391	NA
ENSMUSG00000078796	Zfp541	protein_coding	4561	7
ENSMUSG00000078798	Sult2a1	protein_coding	1021	NA
ENSMUSG00000078799	Sult2a5	protein_coding	1040	NA
ENSMUSG00000078800	Bsph2	protein_coding	530	NA
ENSMUSG00000078808	Vmn1r58	protein_coding	2683	2
ENSMUSG00000078810	Gp6	protein_coding	1152	NA
ENSMUSG00000078812	Eif5a	protein_coding	14726	4
ENSMUSG00000078813	Leng1	protein_coding	2222	3
ENSMUSG00000078815	Cacng6	protein_coding	2845	NA
ENSMUSG00000078816	Prkcg	protein_coding	5231	NA
ENSMUSG00000078817	Nlrp12	protein_coding	4329	NA
ENSMUSG00000078821	Gm17414	lincRNA	3518	NA
ENSMUSG00000078838	Gm17382	lincRNA	1514	NA
ENSMUSG00000078840	Gm10999	protein_coding	207	NA
ENSMUSG00000078847	Gm6746	pseudogene	483	NA
ENSMUSG00000078850	Gm2348	pseudogene	300	NA
ENSMUSG00000078851	Hist3h2a	protein_coding	1990	7
ENSMUSG00000078853	Igtp	protein_coding	5621	6
ENSMUSG00000078861	Zfp931	protein_coding	4610	NA
ENSMUSG00000078862	Gm14326	protein_coding	5127	2
ENSMUSG00000078864	Gm14322	protein_coding	2895	NA
ENSMUSG00000078865	Gm14406	protein_coding	1879	NA
ENSMUSG00000078866	Gm14420	protein_coding	2363	2
ENSMUSG00000078867	Gm14418	protein_coding	3080	2
ENSMUSG00000078868	Gm14412	protein_coding	1581	7
ENSMUSG00000078869	Gm14409	protein_coding	1050	NA
ENSMUSG00000078870	Gm14410	protein_coding	2710	NA
ENSMUSG00000078872	Gm14401	protein_coding	3390	NA
ENSMUSG00000078875	Gm14419	protein_coding	3376	NA
ENSMUSG00000078876	Gm14408	protein_coding	687	NA
ENSMUSG00000078877	Gm14295	protein_coding	3910	NA
ENSMUSG00000078878	Gm14305	protein_coding	4310	NA
ENSMUSG00000078879	Gm14306	protein_coding	3263	NA
ENSMUSG00000078880	Gm14308	protein_coding	4548	NA
ENSMUSG00000078881	Gm14434	protein_coding	3514	NA
ENSMUSG00000078886	Gm2026	protein_coding	3650	1
ENSMUSG00000078887	Gm6710	protein_coding	4279	1
ENSMUSG00000078889	Gm14288	protein_coding	3705	NA
ENSMUSG00000078891	Gm11008	lincRNA	814	NA
ENSMUSG00000078894	2210418O10Rik	protein_coding	7082	NA
ENSMUSG00000078895	Gm11009	protein_coding	417	NA
ENSMUSG00000078896	Gm8923	protein_coding	2942	2
ENSMUSG00000078897	Gm4724	protein_coding	5168	4
ENSMUSG00000078898	Gm4723	protein_coding	3485	3
ENSMUSG00000078899	Gm4631	protein_coding	5896	2
ENSMUSG00000078901	Gm14440	protein_coding	3574	3
ENSMUSG00000078902	Gm14443	protein_coding	5952	7
ENSMUSG00000078903	Gm14391	protein_coding	12449	2
ENSMUSG00000078905	Gm14393	protein_coding	1189	NA
ENSMUSG00000078906	Gm14444	protein_coding	2200	NA
ENSMUSG00000078907	Fam186b	protein_coding	3187	NA
ENSMUSG00000078908	Mon1b	protein_coding	9876	3
ENSMUSG00000078912	Gm11011	protein_coding	258	NA
ENSMUSG00000078915	Hsp25-ps1	pseudogene	594	6
ENSMUSG00000078917	Gm11281	pseudogene	1050	NA
ENSMUSG00000078919	Dpm1	protein_coding	12389	2
ENSMUSG00000078920	Ifi47	protein_coding	4159	6
ENSMUSG00000078921	Tgtp2	protein_coding	3180	7
ENSMUSG00000078922	Tgtp1	protein_coding	3960	7
ENSMUSG00000078923	Ube2v1	protein_coding	6900	1
ENSMUSG00000078924	Gm12169	protein_coding	1065	NA
ENSMUSG00000078925	D030018L15Rik	lincRNA	6536	1
ENSMUSG00000078926	Cdc20b	protein_coding	5223	NA
ENSMUSG00000078931	Pdf	protein_coding	2079	1
ENSMUSG00000078932	CN725425	protein_coding	1929	NA
ENSMUSG00000078933	Lrrc70	protein_coding	1617	NA
ENSMUSG00000078934	9230113P08Rik	protein_coding	2401	NA
ENSMUSG00000078935	1700025C18Rik	protein_coding	702	NA
ENSMUSG00000078936	Trappc13	protein_coding	1609	NA
ENSMUSG00000078937	Cpt1b	protein_coding	4703	2
ENSMUSG00000078938	Syce3	protein_coding	929	NA
ENSMUSG00000078940	Wfdc11	protein_coding	866	NA
ENSMUSG00000078941	Taf9	protein_coding	988	NA
ENSMUSG00000078942	Naip6	protein_coding	13532	5
ENSMUSG00000078945	Naip2	protein_coding	13888	5
ENSMUSG00000078949	R3hdml	protein_coding	1094	7
ENSMUSG00000078952	Gm2373	lincRNA	5982	NA
ENSMUSG00000078953	Gm11020	protein_coding	186	NA
ENSMUSG00000078954	Arhgap8	protein_coding	8283	NA
ENSMUSG00000078955	Gm14222	sense_intronic	575	NA
ENSMUSG00000078956	Gm14221	protein_coding	340	NA
ENSMUSG00000078957	1700060C20Rik	protein_coding	597	NA
ENSMUSG00000078958	Atp6ap1l	protein_coding	4075	NA
ENSMUSG00000078960	Tob2	protein_coding	861	NA
ENSMUSG00000078962	4932414J04Rik	lincRNA	5063	NA
ENSMUSG00000078963	Hsbp1l1	protein_coding	1251	7
ENSMUSG00000078964	Ces1b	protein_coding	1965	NA
ENSMUSG00000078965	Gm12033	pseudogene	2255	5
ENSMUSG00000078967	Gm3272	pseudogene	2231	NA
ENSMUSG00000078970	Wdr92	protein_coding	3552	4
ENSMUSG00000078972	Gm15557	protein_coding	1380	NA
ENSMUSG00000078974	Sec61g	protein_coding	5420	4
ENSMUSG00000078982	Gm11025	pseudogene	1018	NA
ENSMUSG00000078984	Gm11027	protein_coding	198	NA
ENSMUSG00000078991	Ighv1-2	IG_LV_gene	123	NA
ENSMUSG00000078994	Zfp429	protein_coding	4150	5
ENSMUSG00000078995	Zfp456	protein_coding	4805	5
ENSMUSG00000078998	Bpifa6	protein_coding	1572	NA
ENSMUSG00000079000	7530422B04Rik	antisense	718	NA
ENSMUSG00000079001	4930404H24Rik	protein_coding	331	7
ENSMUSG00000079002	C030006K11Rik	protein_coding	1758	NA
ENSMUSG00000079003	Samd1	protein_coding	2071	4
ENSMUSG00000079005	Gm14147	protein_coding	4604	NA
ENSMUSG00000079006	Gm14151	protein_coding	3123	NA
ENSMUSG00000079007	Tcl1b4	protein_coding	1031	NA
ENSMUSG00000079008	Gm14124	protein_coding	3018	NA
ENSMUSG00000079009	Gm14139	protein_coding	3213	NA
ENSMUSG00000079010	Gm11032	protein_coding	102	2
ENSMUSG00000079011	Gm11033	lincRNA	4172	2
ENSMUSG00000079012	Serpina3m	protein_coding	3317	NA
ENSMUSG00000079013	Serpina3j	protein_coding	2155	NA
ENSMUSG00000079014	Serpina3i	protein_coding	2901	NA
ENSMUSG00000079015	Serpina1c	protein_coding	1361	NA
ENSMUSG00000079016	Gm11034	protein_coding	90	NA
ENSMUSG00000079017	Ifi27l2a	protein_coding	463	7
ENSMUSG00000079018	Ly6c1	protein_coding	1709	6
ENSMUSG00000079019	Insl3	protein_coding	623	1
ENSMUSG00000079020	Slc45a4	protein_coding	24281	3
ENSMUSG00000079021	Flrt3	protein_coding	737	NA
ENSMUSG00000079022	Col22a1	protein_coding	11366	2
ENSMUSG00000079024	Gm21961	protein_coding	114	NA
ENSMUSG00000079025	Gsdmc	protein_coding	3047	NA
ENSMUSG00000079029	Gm5662	protein_coding	1840	NA
ENSMUSG00000079030	Gm2046	protein_coding	435	NA
ENSMUSG00000079031	BB287469	protein_coding	1851	NA
ENSMUSG00000079033	Mef2b	protein_coding	5130	NA
ENSMUSG00000079034	Gm8300	protein_coding	1873	NA
ENSMUSG00000079036	Alkbh1	protein_coding	18447	2
ENSMUSG00000079037	Prnp	protein_coding	2503	5
ENSMUSG00000079038	D130040H23Rik	protein_coding	1218	NA
ENSMUSG00000079039	Gm11037	protein_coding	60	NA
ENSMUSG00000079042	Trim61	protein_coding	2156	NA
ENSMUSG00000079043	Fastkd5	protein_coding	5439	NA
ENSMUSG00000079045	Gm17566	antisense	828	NA
ENSMUSG00000079048	4933413L06Rik	antisense	1731	NA
ENSMUSG00000079049	Serpinb1c	protein_coding	1991	NA
ENSMUSG00000079051	Gm14025	protein_coding	1860	NA
ENSMUSG00000079053	Gm14010	lincRNA	374	NA
ENSMUSG00000079055	Slc8a3	protein_coding	15943	NA
ENSMUSG00000079056	Kcnip3	protein_coding	7928	7
ENSMUSG00000079057	Cyp4v3	protein_coding	6559	6
ENSMUSG00000079058	Adam34	protein_coding	2335	NA
ENSMUSG00000079061	Gm11042	protein_coding	120	NA
ENSMUSG00000079064	Vmn1r-ps123	protein_coding	321	NA
ENSMUSG00000079065	BC005561	protein_coding	5181	1
ENSMUSG00000079067	Hmgn2-ps1	pseudogene	279	NA
ENSMUSG00000079069	8430423G03Rik	protein_coding	639	NA
ENSMUSG00000079070	Gm3985	lincRNA	2839	NA
ENSMUSG00000079071	Gm14085	protein_coding	5359	NA
ENSMUSG00000079076	Gm3086	protein_coding	541	NA
ENSMUSG00000079083	Jrkl	protein_coding	2952	3
ENSMUSG00000079084	Ccdc82	protein_coding	2807	7
ENSMUSG00000079091	Gm3404	protein_coding	1130	NA
ENSMUSG00000079092	Prl2c2	protein_coding	835	NA
ENSMUSG00000079093	4930449I24Rik	protein_coding	1139	NA
ENSMUSG00000079101	Gm2904	pseudogene	1696	4
ENSMUSG00000079102	Dab2	protein_coding	1376	NA
ENSMUSG00000079103	Tgm7	protein_coding	2151	NA
ENSMUSG00000079104	Prps1l3	protein_coding	1720	5
ENSMUSG00000079105	C7	protein_coding	2709	NA
ENSMUSG00000079108	Srp54b	protein_coding	3286	2
ENSMUSG00000079109	Pms2	protein_coding	30600	3
ENSMUSG00000079110	Capn3	protein_coding	27343	6
ENSMUSG00000079111	Kdelr2	protein_coding	1846	5
ENSMUSG00000079112	C86695	protein_coding	1887	NA
ENSMUSG00000079113	Gm7861	protein_coding	506	NA
ENSMUSG00000079114	Gm7849	protein_coding	488	NA
ENSMUSG00000079116	Gm15293	protein_coding	418	NA
ENSMUSG00000079120	AY761185	protein_coding	487	NA
ENSMUSG00000079137	Rpl27-ps1	pseudogene	411	NA
ENSMUSG00000079138	Gm8818	pseudogene	1047	NA
ENSMUSG00000079139	Gm4204	protein_coding	1360	1
ENSMUSG00000079140	Gm6374	pseudogene	1574	NA
ENSMUSG00000079143	Gm11052	antisense	1836	NA
ENSMUSG00000079144	A130010J15Rik	protein_coding	9937	NA
ENSMUSG00000079146	Gm15353	antisense	1077	NA
ENSMUSG00000079156	Smok3b	protein_coding	4493	NA
ENSMUSG00000079157	Fam155a	protein_coding	3146	2
ENSMUSG00000079162	Trim43b	protein_coding	2262	NA
ENSMUSG00000079163	Gm15498	lincRNA	723	NA
ENSMUSG00000079164	Tlr5	protein_coding	3199	NA
ENSMUSG00000079165	Sap25	protein_coding	3928	2
ENSMUSG00000079168	Cd209g	protein_coding	1088	NA
ENSMUSG00000079169	Gm15130	protein_coding	663	NA
ENSMUSG00000079170	Gm13941	protein_coding	736	NA
ENSMUSG00000079171	Gm13942	lincRNA	325	NA
ENSMUSG00000079173	Zan	protein_coding	35641	7
ENSMUSG00000079174	Gm3054	protein_coding	195	NA
ENSMUSG00000079175	Gm11060	protein_coding	72	NA
ENSMUSG00000079177	Fam228a	protein_coding	2821	2
ENSMUSG00000079179	1700012B15Rik	antisense	11112	NA
ENSMUSG00000079180	Mptx2	protein_coding	694	NA
ENSMUSG00000079183	C030005K15Rik	protein_coding	1882	NA
ENSMUSG00000079184	Mphosph8	protein_coding	5477	3
ENSMUSG00000079186	Gzmc	protein_coding	934	NA
ENSMUSG00000079190	AC133103.1	protein_coding	1473	NA
ENSMUSG00000079192	AC125149.1	protein_coding	255	NA
ENSMUSG00000079197	Psme2	protein_coding	6149	3
ENSMUSG00000079215	Zfp664	protein_coding	10668	4
ENSMUSG00000079222	AC132444.1	protein_coding	1205	NA
ENSMUSG00000079223	Gm8778	pseudogene	1725	NA
ENSMUSG00000079224	Gm6565	pseudogene	750	NA
ENSMUSG00000079225	Gm9531	pseudogene	1799	4
ENSMUSG00000079227	Ccr5	protein_coding	5534	5
ENSMUSG00000079230	Gm11065	pseudogene	228	NA
ENSMUSG00000079235	Ccdc13	protein_coding	7699	1
ENSMUSG00000079239	Olfr1082	protein_coding	1932	NA
ENSMUSG00000079242	C730034F03Rik	protein_coding	1280	2
ENSMUSG00000079243	Xirp1	protein_coding	5839	NA
ENSMUSG00000079244	Gm5622	protein_coding	1581	NA
ENSMUSG00000079246	Slc35f4	protein_coding	1313	NA
ENSMUSG00000079247	Gm13691	protein_coding	2493	NA
ENSMUSG00000079254	Itprip	protein_coding	3764	NA
ENSMUSG00000079258	Calhm1	protein_coding	1047	NA
ENSMUSG00000079259	Trim71	protein_coding	9332	NA
ENSMUSG00000079260	Tmppe	protein_coding	6855	5
ENSMUSG00000079261	Gm15217	protein_coding	1365	NA
ENSMUSG00000079262	Slco1a6	protein_coding	5021	2
ENSMUSG00000079263	Gm6614	protein_coding	6767	NA
ENSMUSG00000079264	Gm11077	protein_coding	84	NA
ENSMUSG00000079265	Gm8257	protein_coding	3828	NA
ENSMUSG00000079266	Gm6490	pseudogene	461	NA
ENSMUSG00000079267	Gm5930	protein_coding	2235	NA
ENSMUSG00000079269	Gm3676	protein_coding	899	NA
ENSMUSG00000079271	1700049E17Rik1	protein_coding	3514	NA
ENSMUSG00000079272	Gm7152	pseudogene	605	NA
ENSMUSG00000079273	Gm17165	pseudogene	493	NA
ENSMUSG00000079276	Gm4736	protein_coding	1001	NA
ENSMUSG00000079277	Hoxd3	protein_coding	17576	NA
ENSMUSG00000079278	Tmem233	protein_coding	2477	NA
ENSMUSG00000079283	2310009B15Rik	protein_coding	571	4
ENSMUSG00000079284	Fbxw28	protein_coding	3169	NA
ENSMUSG00000079286	Gm11084	protein_coding	69	NA
ENSMUSG00000079293	Clec7a	polymorphic_pseudogene	5256	3
ENSMUSG00000079295	Klrb1-ps1	pseudogene	1250	NA
ENSMUSG00000079297	Gm2223	pseudogene	2709	3
ENSMUSG00000079298	Klrb1b	protein_coding	3993	NA
ENSMUSG00000079299	Klrb1	protein_coding	645	NA
ENSMUSG00000079304	4933413G19Rik	protein_coding	2570	NA
ENSMUSG00000079311	Gm3222	pseudogene	990	NA
ENSMUSG00000079316	Rab9	protein_coding	2715	5
ENSMUSG00000079317	Trappc2	protein_coding	6691	4
ENSMUSG00000079323	Gm20661	protein_coding	3792	NA
ENSMUSG00000079324	4932414N04Rik	protein_coding	9121	NA
ENSMUSG00000079326	Gm15262	lincRNA	380	NA
ENSMUSG00000079330	Lemd1	protein_coding	982	NA
ENSMUSG00000079333	Gm11096	protein_coding	45	NA
ENSMUSG00000079334	Nat6	protein_coding	11623	NA
ENSMUSG00000079339	Gm14446	protein_coding	4408	NA
ENSMUSG00000079342	Gm5097	protein_coding	3410	NA
ENSMUSG00000079343	Gm5077	protein_coding	2662	NA
ENSMUSG00000079344	Lipo4	protein_coding	3514	NA
ENSMUSG00000079346	1700013D24Rik	protein_coding	535	NA
ENSMUSG00000079349	Magea5	protein_coding	2923	NA
ENSMUSG00000079350	Magea8	protein_coding	1646	NA
ENSMUSG00000079353	Gm11099	protein_coding	117	NA
ENSMUSG00000079355	Ackr4	protein_coding	2109	NA
ENSMUSG00000079356	Mettl4-ps1	pseudogene	2595	NA
ENSMUSG00000079357	Gm11100	antisense	3633	NA
ENSMUSG00000079359	Gm9006	pseudogene	841	NA
ENSMUSG00000079360	Gm3839	pseudogene	1002	NA
ENSMUSG00000079362	Gbp6	protein_coding	4314	7
ENSMUSG00000079363	Gbp4	protein_coding	4538	7
ENSMUSG00000079364	Gm3558	protein_coding	2055	NA
ENSMUSG00000079371	Gm3476	protein_coding	2612	NA
ENSMUSG00000079374	Gm8334	protein_coding	1662	NA
ENSMUSG00000079378	Gm8279	protein_coding	3370	NA
ENSMUSG00000079379	Gm3242	pseudogene	485	NA
ENSMUSG00000079380	Gm8271	protein_coding	1469	NA
ENSMUSG00000079382	Gm3443	protein_coding	285	NA
ENSMUSG00000079383	Gm3298	protein_coding	1131	NA
ENSMUSG00000079386	Gm3173	protein_coding	1434	NA
ENSMUSG00000079387	Luzp4	protein_coding	4048	NA
ENSMUSG00000079388	2610042L04Rik	protein_coding	2484	NA
ENSMUSG00000079389	Gm3149	protein_coding	3374	NA
ENSMUSG00000079391	Gm2974	protein_coding	2437	NA
ENSMUSG00000079392	Gm17170	pseudogene	316	NA
ENSMUSG00000079395	Gm15114	protein_coding	1974	NA
ENSMUSG00000079396	Gm3411	protein_coding	2435	NA
ENSMUSG00000079402	Gm3020	protein_coding	2383	NA
ENSMUSG00000079407	1700110I01Rik	protein_coding	4471	NA
ENSMUSG00000079409	Gm5795	protein_coding	3354	NA
ENSMUSG00000079410	Gm2897	protein_coding	1980	1
ENSMUSG00000079414	Gm11110	protein_coding	1013	1
ENSMUSG00000079415	Cntf	protein_coding	1073	7
ENSMUSG00000079416	Gm11111	protein_coding	99	NA
ENSMUSG00000079418	Atg4a	protein_coding	3238	5
ENSMUSG00000079419	Ms4a6c	protein_coding	1844	4
ENSMUSG00000079421	4930402F06Rik	protein_coding	2522	NA
ENSMUSG00000079423	Gm3286	protein_coding	1316	NA
ENSMUSG00000079424	Gm3259	protein_coding	9580	NA
ENSMUSG00000079426	Arpc4	protein_coding	6427	4
ENSMUSG00000079427	Gm2382	protein_coding	783	NA
ENSMUSG00000079428	Tceal7	protein_coding	1424	NA
ENSMUSG00000079429	Mroh2a	protein_coding	17573	NA
ENSMUSG00000079432	Gm15023	protein_coding	3698	NA
ENSMUSG00000079433	Gm11114	protein_coding	57	NA
ENSMUSG00000079434	Neu2	protein_coding	9533	NA
ENSMUSG00000079435	Rpl36a	protein_coding	3670	4
ENSMUSG00000079436	Kcnj13	protein_coding	1531	NA
ENSMUSG00000079437	Tmem179b	protein_coding	848	NA
ENSMUSG00000079438	Gm11115	protein_coding	54	NA
ENSMUSG00000079439	Gm11116	protein_coding	54	NA
ENSMUSG00000079440	Alpi	protein_coding	2337	NA
ENSMUSG00000079442	St6galnac4	protein_coding	7934	5
ENSMUSG00000079444	Gm21981	protein_coding	3711	NA
ENSMUSG00000079445	B3gnt7	protein_coding	2593	1
ENSMUSG00000079450	3110007F17Rik	protein_coding	10728	NA
ENSMUSG00000079451	Tmprss11g	protein_coding	5187	NA
ENSMUSG00000079455	Gm16026	pseudogene	6500	NA
ENSMUSG00000079457	Gm7609	pseudogene	3994	7
ENSMUSG00000079460	4933403O08Rik	protein_coding	4036	NA
ENSMUSG00000079462	Gm15737	protein_coding	4894	NA
ENSMUSG00000079465	Col4a3	protein_coding	11631	5
ENSMUSG00000079466	Prdm12	protein_coding	2471	NA
ENSMUSG00000079467	Gm14966	antisense	1167	NA
ENSMUSG00000079469	Pigb	protein_coding	19071	2
ENSMUSG00000079470	Utp14b	protein_coding	7154	1
ENSMUSG00000079471	Gm7325	protein_coding	2471	NA
ENSMUSG00000079476	1700011M02Rik	protein_coding	420	NA
ENSMUSG00000079477	Rab7	protein_coding	8981	5
ENSMUSG00000079478	Sssca1	protein_coding	5892	1
ENSMUSG00000079479	Gm9112	protein_coding	420	NA
ENSMUSG00000079480	Pin4	protein_coding	1019	4
ENSMUSG00000079481	Nhsl2	protein_coding	33679	5
ENSMUSG00000079484	Phyhd1	protein_coding	13112	2
ENSMUSG00000079487	Med12	protein_coding	33236	3
ENSMUSG00000079488	Cd47	pseudogene	1815	NA
ENSMUSG00000079489	C030013D06Rik	sense_intronic	1222	2
ENSMUSG00000079491	H2-T10	polymorphic_pseudogene	6569	NA
ENSMUSG00000079492	Gm11127	protein_coding	1344	2
ENSMUSG00000079494	Cml5	protein_coding	983	NA
ENSMUSG00000079495	Gm11128	protein_coding	2496	NA
ENSMUSG00000079497	Gm13420	processed_transcript	608	NA
ENSMUSG00000079499	6530402F18Rik	processed_transcript	7777	2
ENSMUSG00000079501	Gm5138	pseudogene	1002	NA
ENSMUSG00000079502	1700101E01Rik	protein_coding	1647	NA
ENSMUSG00000079505	Gm11131	antisense	3122	7
ENSMUSG00000079507	H2-Q1	protein_coding	6838	7
ENSMUSG00000079508	Apoo	protein_coding	4207	NA
ENSMUSG00000079509	Zfx	protein_coding	23576	3
ENSMUSG00000079510	Mdga2	protein_coding	423	NA
ENSMUSG00000079511	Ccdc142	protein_coding	6372	2
ENSMUSG00000079513	4932429P05Rik	protein_coding	3093	NA
ENSMUSG00000079516	Reg3a	protein_coding	837	NA
ENSMUSG00000079517	Gm8787	protein_coding	1390	NA
ENSMUSG00000079519	Gm14743	protein_coding	759	NA
ENSMUSG00000079521	Gm5938	protein_coding	1415	NA
ENSMUSG00000079522	Gm14744	protein_coding	800	NA
ENSMUSG00000079523	Tmsb10	protein_coding	2316	4
ENSMUSG00000079524	Gm15402	antisense	670	NA
ENSMUSG00000079525	4930468A15Rik	protein_coding	1003	NA
ENSMUSG00000079528	1700021O21Rik	antisense	876	NA
ENSMUSG00000079531	Gm5936	protein_coding	2857	NA
ENSMUSG00000079532	Gm6890	protein_coding	776	NA
ENSMUSG00000079534	Gm5640	protein_coding	2861	NA
ENSMUSG00000079536	Gm6880	protein_coding	627	NA
ENSMUSG00000079537	C030048H21Rik	protein_coding	666	1
ENSMUSG00000079539	Obp2b	protein_coding	732	NA
ENSMUSG00000079542	Gm11143	protein_coding	195	NA
ENSMUSG00000079543	Igkv12-47	IG_LV_gene	330	NA
ENSMUSG00000079544	Igkv13-87	protein_coding	126	NA
ENSMUSG00000079546	Gm11146	protein_coding	96	NA
ENSMUSG00000079547	H2-DMb1	protein_coding	2089	5
ENSMUSG00000079550	Mpp4	protein_coding	7669	7
ENSMUSG00000079553	Kifc1	protein_coding	10433	4
ENSMUSG00000079554	Aox2	protein_coding	4776	NA
ENSMUSG00000079555	Haus3	protein_coding	1950	4
ENSMUSG00000079557	March2	protein_coding	15573	NA
ENSMUSG00000079559	Gm684	protein_coding	1263	6
ENSMUSG00000079560	Hoxa3	protein_coding	7813	NA
ENSMUSG00000079562	Maea	protein_coding	2128	3
ENSMUSG00000079563	Pglyrp2	protein_coding	3983	NA
ENSMUSG00000079564	Gm11149	protein_coding	1250	NA
ENSMUSG00000079566	Spin2d	protein_coding	1015	NA
ENSMUSG00000079575	Rbpsuh-rs3	pseudogene	2905	NA
ENSMUSG00000079577	Gm14692	protein_coding	782	NA
ENSMUSG00000079578	Gm1140	protein_coding	782	NA
ENSMUSG00000079579	Gm6760	protein_coding	605	NA
ENSMUSG00000079580	Tmem217	protein_coding	1716	NA
ENSMUSG00000079583	Gm7073	protein_coding	2743	NA
ENSMUSG00000079584	Gm364	protein_coding	2156	NA
ENSMUSG00000079588	Tmem182	protein_coding	1773	NA
ENSMUSG00000079592	C1qtnf5	protein_coding	5375	NA
ENSMUSG00000079593	Gm14597	protein_coding	1278	NA
ENSMUSG00000079594	BC117090	protein_coding	387	NA
ENSMUSG00000079595	Gm4758	protein_coding	291	NA
ENSMUSG00000079597	Gm5483	protein_coding	414	NA
ENSMUSG00000079598	Clec2l	protein_coding	1428	NA
ENSMUSG00000079600	Gm17604	protein_coding	75	NA
ENSMUSG00000079602	9230102O04Rik	protein_coding	1265	NA
ENSMUSG00000079603	Gm13218	lincRNA	265	NA
ENSMUSG00000079604	Gm13219	lincRNA	5547	NA
ENSMUSG00000079605	Zbtb9	protein_coding	2798	NA
ENSMUSG00000079606	Gm595	protein_coding	2122	NA
ENSMUSG00000079608	Stard6	protein_coding	6491	3
ENSMUSG00000079610	Ankrd39	protein_coding	1786	2
ENSMUSG00000079614	Seh1l	protein_coding	3516	3
ENSMUSG00000079615	Hspa14	protein_coding	4314	NA
ENSMUSG00000079619	Cypt15	protein_coding	519	NA
ENSMUSG00000079620	Muc4	protein_coding	30256	NA
ENSMUSG00000079625	Tm4sf19	protein_coding	1257	NA
ENSMUSG00000079626	Gm14543	protein_coding	1091	NA
ENSMUSG00000079627	Rhox2h	protein_coding	1274	NA
ENSMUSG00000079628	Rhox4g	protein_coding	2819	NA
ENSMUSG00000079629	Rhox2g	protein_coding	1290	NA
ENSMUSG00000079630	Rhox4f	protein_coding	2795	NA
ENSMUSG00000079633	Rhox4d	protein_coding	2744	NA
ENSMUSG00000079635	Rhox4c	protein_coding	2754	NA
ENSMUSG00000079636	Rhox3c	protein_coding	2832	NA
ENSMUSG00000079637	Rhox2c	protein_coding	2625	NA
ENSMUSG00000079638	Rhox2b	protein_coding	1870	NA
ENSMUSG00000079639	Rhox4a	protein_coding	2798	NA
ENSMUSG00000079641	Rpl39	protein_coding	1612	4
ENSMUSG00000079642	Gm6268	protein_coding	301	NA
ENSMUSG00000079644	Gm1110	protein_coding	2394	NA
ENSMUSG00000079645	Gm17193	sense_intronic	691	2
ENSMUSG00000079649	Gm2892	pseudogene	711	NA
ENSMUSG00000079652	Fam71f2	protein_coding	2818	NA
ENSMUSG00000079654	Prrt4	protein_coding	3411	6
ENSMUSG00000079655	Gm5168	protein_coding	1460	NA
ENSMUSG00000079657	Rab26	protein_coding	6018	7
ENSMUSG00000079658	Tceb1	protein_coding	954	3
ENSMUSG00000079659	Tmem243	protein_coding	988	3
ENSMUSG00000079662	Ntn3	protein_coding	4894	NA
ENSMUSG00000079666	1700015F17Rik	protein_coding	2051	NA
ENSMUSG00000079669	Gm17396	processed_transcript	1655	7
ENSMUSG00000079671	2610203C22Rik	protein_coding	6543	4
ENSMUSG00000079677	Fdx1l	protein_coding	782	3
ENSMUSG00000079679	Vwde	protein_coding	3976	NA
ENSMUSG00000079681	Zglp1	protein_coding	1010	2
ENSMUSG00000079685	Ulbp1	protein_coding	2749	4
ENSMUSG00000079693	Vmn1r-ps150	pseudogene	736	NA
ENSMUSG00000079694	Gm14862	protein_coding	870	NA
ENSMUSG00000079697	Gm5751	protein_coding	444	NA
ENSMUSG00000079698	Vmn2r93	protein_coding	2574	NA
ENSMUSG00000079699	Gm6592	protein_coding	507	NA
ENSMUSG00000079700	Fpr3	protein_coding	2488	NA
ENSMUSG00000079701	Ssxb3	protein_coding	1428	NA
ENSMUSG00000079702	Ssxb6	protein_coding	421	NA
ENSMUSG00000079703	Ssxb8	protein_coding	1077	NA
ENSMUSG00000079704	Gm14459	protein_coding	540	NA
ENSMUSG00000079705	Ssxb1	protein_coding	875	NA
ENSMUSG00000079707	Tcte3	protein_coding	1420	NA
ENSMUSG00000079709	Gm3435	protein_coding	1593	NA
ENSMUSG00000079710	Gm3448	protein_coding	1534	1
ENSMUSG00000079711	Smok4a	protein_coding	3710	NA
ENSMUSG00000079712	Gm8597	protein_coding	528	NA
ENSMUSG00000079716	Map3k4	protein_coding	3005	NA
ENSMUSG00000079722	Ttll2	protein_coding	1623	7
ENSMUSG00000079733	Tmem181b-ps	protein_coding	648	NA
ENSMUSG00000079737	3110001I22Rik	protein_coding	1722	1
ENSMUSG00000079740	Gm11172	protein_coding	63	NA
ENSMUSG00000079741	Nlrp4g	protein_coding	1941	NA
ENSMUSG00000079764	AC087559.1	pseudogene	1386	NA
ENSMUSG00000079773	GM13308	protein_coding	412	NA
ENSMUSG00000079774	FAM205A	protein_coding	4130	NA
